instant,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
704,2,27.0,3,0,2528.0,1,1,4.0,0,2,1.0,1,32.0,1,1,1.0,1,2.0,1,1,1
705,3,15.0,3,4,5324.0,3,0,1.0,0,2,4.0,2,35.0,1,0,1.0,1,1.0,0,1,1
706,2,48.0,3,4,6560.0,2,3,3.0,3,2,2.0,1,24.0,1,1,1.0,1,1.0,0,1,0
707,2,12.0,4,3,2969.0,1,1,4.0,0,2,3.0,1,25.0,1,2,2.0,1,1.0,0,1,0
708,2,9.0,3,6,1206.0,1,0,4.0,0,2,4.0,3,25.0,1,1,1.0,1,1.0,0,1,1
709,2,9.0,3,6,2118.0,1,2,2.0,3,2,2.0,3,37.0,1,1,1.0,3,2.0,0,1,1
710,3,18.0,1,6,629.0,3,0,4.0,3,2,3.0,1,32.0,0,1,2.0,0,1.0,1,1,1
711,1,6.0,0,2,1198.0,1,0,4.0,0,2,4.0,2,35.0,1,0,1.0,1,1.0,0,1,0
712,3,21.0,3,9,2476.0,4,0,4.0,3,2,4.0,3,46.0,1,1,1.0,0,1.0,1,1,1
713,1,9.0,1,6,1138.0,1,2,4.0,3,2,4.0,3,25.0,1,1,2.0,3,1.0,0,1,1
714,2,60.0,3,4,14027.0,1,3,4.0,3,2,2.0,2,27.0,1,1,1.0,0,1.0,1,1,0
715,3,30.0,1,9,7596.0,4,0,1.0,3,2,4.0,0,63.0,1,1,2.0,1,1.0,0,1,1
716,3,30.0,1,6,3077.0,4,0,3.0,3,2,2.0,0,40.0,1,1,2.0,1,2.0,1,1,1
717,3,18.0,3,6,1505.0,1,2,4.0,3,2,2.0,2,32.0,1,0,1.0,0,1.0,1,1,1
718,0,24.0,1,6,3148.0,4,2,3.0,3,2,2.0,0,31.0,1,1,2.0,1,1.0,1,1,1
719,2,20.0,4,9,6148.0,2,0,3.0,2,2,4.0,0,31.0,0,1,2.0,1,1.0,1,1,1
720,0,9.0,4,6,1337.0,1,1,4.0,3,2,2.0,0,34.0,1,1,2.0,0,1.0,1,1,0
721,2,6.0,0,2,433.0,0,1,4.0,0,2,2.0,1,24.0,0,2,1.0,1,2.0,0,1,0
722,1,12.0,3,4,1228.0,1,2,4.0,0,2,2.0,3,24.0,1,1,1.0,3,1.0,0,1,0
723,2,9.0,3,6,790.0,3,2,4.0,0,2,3.0,3,66.0,1,1,1.0,3,1.0,0,1,1
724,3,27.0,3,4,2570.0,1,2,3.0,0,2,3.0,3,21.0,1,2,1.0,1,1.0,0,1,0
725,3,6.0,1,4,250.0,0,2,2.0,0,2,2.0,3,41.0,0,1,2.0,3,1.0,0,1,1
726,3,15.0,1,6,1316.0,3,2,2.0,2,2,2.0,1,47.0,1,1,2.0,3,1.0,0,1,1
727,1,18.0,3,6,1882.0,1,2,4.0,0,2,4.0,0,25.0,0,2,2.0,1,1.0,0,1,0
728,2,48.0,0,0,6416.0,1,0,4.0,0,2,3.0,2,59.0,1,2,1.0,1,1.0,0,1,0
729,0,24.0,1,0,1275.0,0,2,2.0,1,2,4.0,3,36.0,1,1,2.0,1,1.0,1,1,1
730,2,24.0,2,6,6403.0,1,1,1.0,3,2,2.0,0,33.0,1,1,1.0,1,1.0,0,1,1
731,1,24.0,3,6,1987.0,1,2,2.0,3,2,4.0,3,21.0,1,2,1.0,3,2.0,0,1,0
732,2,8.0,3,6,760.0,1,3,4.0,0,1,2.0,3,44.0,1,1,1.0,3,1.0,0,1,1
733,3,24.0,3,9,2603.0,0,2,2.0,0,2,4.0,0,28.0,1,2,1.0,1,1.0,1,1,1
734,3,4.0,1,4,3380.0,1,3,1.0,0,2,1.0,3,37.0,1,1,1.0,1,2.0,0,1,1
735,2,36.0,0,1,3990.0,4,1,3.0,0,2,2.0,2,29.0,0,1,1.0,2,1.0,0,1,1
736,2,24.0,3,9,11560.0,1,2,1.0,0,2,4.0,0,23.0,1,2,2.0,0,1.0,0,1,0
737,1,18.0,3,4,4380.0,2,2,3.0,3,2,4.0,0,35.0,1,1,1.0,3,2.0,1,1,1
738,3,6.0,1,4,6761.0,1,3,1.0,3,2,3.0,2,45.0,1,1,2.0,0,2.0,1,1,1
739,2,30.0,4,0,4280.0,2,2,4.0,0,2,4.0,0,26.0,1,2,2.0,3,1.0,0,1,0
740,1,24.0,0,4,2325.0,2,3,2.0,3,2,3.0,0,32.0,0,1,1.0,1,1.0,0,1,1
741,2,10.0,0,6,1048.0,1,2,4.0,3,2,4.0,3,23.0,2,1,1.0,3,1.0,0,1,1
742,3,21.0,3,6,3160.0,4,0,4.0,3,2,3.0,1,41.0,1,1,1.0,1,1.0,1,1,1
743,1,24.0,0,3,2483.0,3,2,4.0,3,2,4.0,3,22.0,2,1,1.0,1,1.0,1,1,1
744,1,39.0,1,3,14179.0,4,3,4.0,3,2,4.0,1,30.0,1,1,2.0,0,1.0,1,1,1
745,1,13.0,1,0,1797.0,1,1,3.0,3,2,1.0,1,28.0,0,1,2.0,3,1.0,0,1,1
746,1,15.0,3,4,2511.0,1,4,1.0,0,2,4.0,0,23.0,1,2,1.0,1,1.0,0,1,1
747,1,12.0,3,4,1274.0,1,1,3.0,0,2,1.0,3,37.0,1,1,1.0,3,1.0,0,1,0
748,3,21.0,3,9,5248.0,4,2,1.0,3,2,3.0,0,26.0,1,1,1.0,1,1.0,0,1,1
749,3,15.0,3,9,3029.0,1,3,2.0,3,2,2.0,0,33.0,1,1,1.0,1,1.0,0,1,1
750,1,6.0,3,3,428.0,1,0,2.0,0,2,1.0,1,49.0,0,1,1.0,1,1.0,1,1,1
751,1,18.0,3,4,976.0,1,1,1.0,0,2,2.0,0,23.0,1,1,1.0,3,1.0,0,1,0
752,2,12.0,3,0,841.0,2,3,2.0,0,2,4.0,3,23.0,1,2,1.0,3,1.0,0,1,1
753,3,30.0,1,6,5771.0,1,3,4.0,0,2,2.0,0,25.0,1,1,2.0,1,1.0,0,1,1
754,3,12.0,2,7,1555.0,0,0,4.0,3,2,4.0,2,55.0,1,0,2.0,1,2.0,0,1,0
755,1,24.0,3,4,1285.0,4,3,4.0,0,2,4.0,2,32.0,1,2,1.0,1,1.0,0,1,0
756,0,6.0,1,4,1299.0,1,2,1.0,3,2,1.0,3,74.0,1,1,3.0,2,2.0,0,0,1
757,0,15.0,1,6,1271.0,4,2,3.0,3,2,4.0,2,39.0,1,0,2.0,1,1.0,1,1,0
758,3,24.0,3,4,1393.0,1,2,2.0,3,1,2.0,3,31.0,1,1,1.0,1,1.0,1,1,1
759,1,12.0,1,4,691.0,1,0,4.0,3,2,3.0,1,35.0,1,1,2.0,1,1.0,0,1,0
760,3,15.0,1,4,5045.0,4,0,1.0,0,2,4.0,0,59.0,1,1,1.0,1,1.0,1,1,1
761,1,18.0,1,3,2124.0,1,2,4.0,0,2,4.0,3,24.0,1,2,2.0,1,1.0,0,1,0
762,1,12.0,3,6,2214.0,1,2,4.0,3,2,3.0,1,24.0,1,1,1.0,3,1.0,0,1,1
763,3,21.0,1,4,12680.0,4,0,4.0,3,2,4.0,2,30.0,1,0,1.0,0,1.0,1,1,0
764,3,24.0,1,4,2463.0,2,3,4.0,2,2,3.0,1,27.0,1,1,2.0,1,1.0,1,1,1
765,2,12.0,3,6,1155.0,1,0,3.0,2,1,3.0,3,40.0,0,1,2.0,3,1.0,0,1,1
766,1,30.0,3,3,3108.0,1,1,2.0,1,2,4.0,1,31.0,1,1,1.0,3,1.0,0,1,0
767,3,10.0,3,9,2901.0,4,1,1.0,0,2,4.0,3,31.0,1,2,1.0,1,1.0,0,1,1
768,2,12.0,1,3,3617.0,1,0,1.0,3,2,4.0,0,28.0,1,2,3.0,1,1.0,1,1,1
769,3,12.0,1,6,1655.0,1,0,2.0,3,2,4.0,3,63.0,1,1,2.0,3,1.0,1,1,1
770,1,24.0,3,9,2812.0,4,0,2.0,0,2,4.0,3,26.0,1,2,1.0,1,1.0,0,1,1
771,1,36.0,1,2,8065.0,1,2,3.0,0,2,2.0,2,25.0,1,1,2.0,0,1.0,1,1,0
772,3,21.0,1,9,3275.0,1,0,1.0,3,2,4.0,0,36.0,1,1,1.0,0,1.0,1,1,1
773,3,24.0,1,6,2223.0,2,0,4.0,3,2,4.0,1,52.0,0,1,2.0,1,1.0,0,1,1
774,0,12.0,1,4,1480.0,3,4,2.0,3,2,4.0,2,66.0,0,0,3.0,2,1.0,0,1,1
775,1,24.0,3,4,1371.0,4,2,4.0,0,2,4.0,3,25.0,1,2,1.0,1,1.0,0,1,0
776,3,36.0,1,4,3535.0,1,3,4.0,3,2,4.0,0,37.0,1,1,2.0,1,1.0,1,1,1
777,1,18.0,3,6,3509.0,1,3,4.0,0,1,1.0,3,25.0,1,1,1.0,1,1.0,0,1,1
778,3,36.0,1,9,5711.0,0,0,4.0,3,2,2.0,0,38.0,1,1,2.0,0,1.0,1,1,1
779,2,18.0,3,7,3872.0,1,4,2.0,0,2,4.0,0,67.0,1,1,1.0,1,1.0,1,1,1
780,2,39.0,1,6,4933.0,1,3,2.0,3,1,2.0,3,25.0,1,1,2.0,1,1.0,0,1,0
781,3,24.0,1,4,1940.0,0,0,4.0,3,2,4.0,3,60.0,1,1,1.0,1,1.0,1,1,1
782,2,12.0,4,8,1410.0,1,2,2.0,3,2,2.0,3,31.0,1,1,1.0,3,1.0,1,1,1
783,2,12.0,3,4,836.0,2,1,4.0,0,2,2.0,1,23.0,0,1,1.0,3,1.0,0,1,0
784,2,20.0,3,9,6468.0,4,4,1.0,1,2,4.0,3,60.0,1,1,1.0,0,1.0,1,1,1
785,2,18.0,3,0,1941.0,0,2,4.0,3,2,2.0,1,35.0,1,1,1.0,3,1.0,1,1,1
786,3,22.0,3,6,2675.0,3,0,3.0,3,2,4.0,0,40.0,1,1,1.0,1,1.0,0,1,1
787,3,48.0,1,9,2751.0,4,0,4.0,3,2,3.0,0,38.0,1,1,2.0,1,2.0,1,1,1
788,2,48.0,2,2,6224.0,1,0,4.0,3,2,4.0,2,50.0,1,0,1.0,1,1.0,0,1,0
789,1,40.0,1,2,5998.0,1,2,4.0,3,2,3.0,2,27.0,0,1,1.0,1,1.0,1,1,0
790,2,21.0,3,0,1188.0,1,0,2.0,0,2,4.0,1,39.0,1,1,1.0,1,2.0,0,1,0
791,3,24.0,3,9,6313.0,4,0,3.0,3,2,4.0,0,41.0,1,1,1.0,0,2.0,1,1,1
792,3,6.0,1,3,1221.0,4,2,1.0,2,2,2.0,1,27.0,1,1,2.0,1,1.0,0,1,1
793,0,24.0,3,3,2892.0,1,0,3.0,1,2,4.0,2,51.0,1,0,1.0,1,1.0,0,1,1
794,3,24.0,3,3,3062.0,3,0,4.0,3,2,3.0,2,32.0,1,2,1.0,1,1.0,1,1,1
795,3,9.0,3,3,2301.0,2,1,2.0,0,2,4.0,1,22.0,1,2,1.0,1,1.0,0,1,1
796,1,18.0,3,9,7511.0,4,0,1.0,3,2,4.0,1,51.0,1,0,1.0,1,2.0,1,1,0
797,3,12.0,1,3,1258.0,1,1,2.0,0,2,4.0,1,22.0,1,2,2.0,3,1.0,0,1,1
798,3,24.0,2,4,717.0,4,0,4.0,2,2,4.0,0,54.0,1,1,2.0,1,1.0,1,1,1
799,2,9.0,3,4,1549.0,4,1,4.0,3,2,2.0,3,35.0,1,1,1.0,2,1.0,0,1,1
800,3,24.0,1,2,1597.0,1,0,4.0,3,2,4.0,2,54.0,1,0,2.0,1,2.0,0,1,1
801,2,18.0,1,6,1795.0,1,0,3.0,0,1,4.0,3,48.0,0,2,2.0,3,1.0,1,1,1
802,1,20.0,1,3,4272.0,1,0,1.0,0,2,4.0,1,24.0,1,1,2.0,1,1.0,0,1,1
803,3,12.0,1,6,976.0,4,0,4.0,3,2,4.0,0,35.0,1,1,2.0,1,1.0,0,1,1
804,2,12.0,3,4,7472.0,4,4,1.0,0,2,2.0,3,24.0,1,2,1.0,2,1.0,0,1,1
805,1,36.0,3,4,9271.0,1,3,2.0,3,2,1.0,0,24.0,1,1,1.0,1,1.0,1,1,0
806,2,6.0,3,6,590.0,1,1,3.0,2,2,3.0,3,26.0,1,1,1.0,3,1.0,0,0,1
807,3,12.0,1,6,930.0,4,0,4.0,3,2,4.0,3,65.0,1,1,4.0,1,1.0,0,1,1
808,2,42.0,0,9,9283.0,1,4,1.0,3,2,2.0,2,55.0,0,0,1.0,0,1.0,1,1,1
809,2,15.0,4,4,1778.0,1,1,2.0,0,2,1.0,3,26.0,1,2,2.0,2,1.0,0,1,0
810,2,8.0,3,0,907.0,1,1,3.0,2,2,2.0,3,26.0,1,1,1.0,1,1.0,1,1,1
811,2,6.0,3,6,484.0,1,3,3.0,2,1,3.0,3,28.0,0,1,1.0,3,1.0,0,1,1
812,1,36.0,1,9,9629.0,1,3,4.0,3,2,4.0,0,24.0,1,1,2.0,1,1.0,1,1,0
813,1,48.0,3,1,3051.0,1,2,3.0,3,2,4.0,0,54.0,1,1,1.0,1,1.0,0,1,0
814,1,48.0,3,4,3931.0,1,3,4.0,3,2,4.0,2,46.0,1,0,1.0,1,2.0,0,1,0
815,2,36.0,2,4,7432.0,1,2,2.0,0,2,2.0,1,54.0,1,2,1.0,1,1.0,0,1,1
816,3,6.0,3,1,1338.0,3,2,1.0,1,2,4.0,3,62.0,1,1,1.0,1,1.0,0,1,1
817,3,6.0,1,6,1554.0,1,3,1.0,0,2,2.0,0,24.0,1,2,2.0,1,1.0,1,1,1
818,1,36.0,3,5,15857.0,1,4,2.0,1,0,3.0,0,43.0,1,1,1.0,0,1.0,0,1,1
819,1,18.0,3,6,1345.0,1,2,4.0,2,2,3.0,3,26.0,0,1,1.0,1,1.0,0,1,0
820,3,12.0,3,4,1101.0,1,2,3.0,2,2,2.0,3,27.0,1,1,2.0,1,1.0,1,1,1
821,0,12.0,3,6,3016.0,1,2,3.0,2,2,1.0,0,24.0,1,1,1.0,1,1.0,0,1,1
822,1,36.0,3,3,2712.0,1,0,2.0,3,2,2.0,1,41.0,0,1,1.0,1,2.0,0,1,0
823,1,8.0,1,4,731.0,1,0,4.0,3,2,4.0,3,47.0,1,1,2.0,3,1.0,0,1,1
824,3,18.0,1,3,3780.0,1,1,3.0,1,2,2.0,0,35.0,1,1,2.0,0,1.0,1,1,1
825,1,21.0,1,4,1602.0,1,0,4.0,2,2,3.0,0,30.0,1,1,2.0,1,1.0,1,1,1
826,1,18.0,1,4,3966.0,1,0,1.0,0,2,4.0,3,33.0,0,2,3.0,1,1.0,1,1,0
827,3,18.0,4,0,4165.0,1,2,2.0,3,2,2.0,0,36.0,2,1,2.0,1,2.0,0,1,0
828,1,36.0,3,9,8335.0,4,0,3.0,3,2,4.0,2,47.0,1,0,1.0,1,1.0,0,1,0
829,2,48.0,2,0,6681.0,4,2,4.0,3,2,4.0,2,38.0,1,0,1.0,1,2.0,1,1,1
830,3,24.0,2,0,2375.0,3,2,4.0,3,2,2.0,0,44.0,1,1,2.0,1,2.0,1,1,1
831,1,18.0,3,4,1216.0,1,1,4.0,0,2,3.0,0,23.0,1,2,1.0,1,1.0,1,1,0
832,1,45.0,4,0,11816.0,1,0,2.0,3,2,4.0,0,29.0,1,2,2.0,1,1.0,0,1,0
833,2,24.0,3,6,5084.0,4,0,2.0,0,2,4.0,0,42.0,1,1,1.0,1,1.0,1,1,1
834,0,15.0,3,6,2327.0,1,1,2.0,0,2,3.0,3,25.0,1,1,1.0,3,1.0,0,1,0
835,1,12.0,4,4,1082.0,1,2,4.0,3,2,4.0,0,48.0,0,1,2.0,1,1.0,0,1,0
836,3,12.0,3,6,886.0,4,2,4.0,0,2,2.0,0,21.0,1,1,1.0,1,1.0,0,1,1
837,3,4.0,3,3,601.0,1,1,1.0,0,2,3.0,3,23.0,1,2,1.0,3,2.0,0,1,1
838,1,24.0,1,9,2957.0,1,0,4.0,3,2,4.0,1,63.0,1,1,2.0,1,1.0,1,1,1
839,3,24.0,1,6,2611.0,1,0,4.0,2,0,3.0,3,46.0,1,1,2.0,1,1.0,0,1,1
840,1,36.0,3,3,5179.0,1,3,4.0,3,2,2.0,1,29.0,1,1,1.0,1,1.0,0,1,0
841,3,21.0,2,9,2993.0,1,2,3.0,3,2,2.0,3,28.0,2,1,2.0,3,1.0,0,1,1
842,3,18.0,3,7,1943.0,1,1,4.0,0,2,4.0,3,23.0,1,1,1.0,1,1.0,0,1,0
843,3,24.0,0,0,1559.0,1,3,4.0,3,2,4.0,0,50.0,0,1,1.0,1,1.0,1,1,1
844,3,18.0,3,3,3422.0,1,0,4.0,3,2,4.0,1,47.0,0,1,3.0,1,2.0,1,1,1
845,2,21.0,3,3,3976.0,4,3,2.0,3,2,3.0,0,35.0,1,1,1.0,1,1.0,1,1,1
846,3,18.0,3,4,6761.0,4,2,2.0,3,2,4.0,0,68.0,1,2,2.0,1,1.0,0,1,0
847,3,24.0,3,4,1249.0,1,1,4.0,2,2,2.0,3,28.0,1,1,1.0,1,1.0,0,1,1
848,1,9.0,3,6,1364.0,1,3,3.0,3,2,4.0,3,59.0,1,1,1.0,1,1.0,0,1,1
849,1,12.0,3,6,709.0,1,0,4.0,3,2,4.0,3,57.0,2,1,1.0,3,1.0,0,1,0
850,1,20.0,1,4,2235.0,1,2,4.0,2,1,2.0,1,33.0,0,2,2.0,1,1.0,0,0,0
851,3,24.0,1,9,4042.0,4,3,3.0,3,2,4.0,1,43.0,1,1,2.0,1,1.0,1,1,1
852,3,15.0,1,6,1471.0,1,2,4.0,3,2,4.0,2,35.0,1,0,2.0,1,1.0,1,1,1
853,1,18.0,0,4,1442.0,1,3,4.0,3,2,4.0,2,32.0,1,0,2.0,3,2.0,0,1,0
854,3,36.0,2,4,10875.0,1,0,2.0,3,2,2.0,0,45.0,1,1,2.0,1,2.0,1,1,1
855,3,24.0,3,4,1474.0,2,1,4.0,2,2,3.0,3,33.0,1,1,1.0,1,1.0,1,1,1
856,3,10.0,3,8,894.0,4,3,4.0,0,2,3.0,1,40.0,1,1,1.0,1,1.0,1,1,1
857,3,15.0,1,3,3343.0,1,2,4.0,3,2,2.0,2,28.0,1,0,1.0,1,1.0,1,1,1
858,1,15.0,3,4,3959.0,1,2,3.0,0,2,2.0,1,29.0,1,1,1.0,1,1.0,1,1,0
859,3,9.0,3,4,3577.0,2,2,1.0,3,1,2.0,3,26.0,1,2,1.0,1,2.0,0,0,1
860,3,24.0,1,9,5804.0,0,2,4.0,3,2,2.0,3,27.0,1,1,2.0,1,1.0,0,1,1
861,3,18.0,2,0,2169.0,1,2,4.0,2,2,2.0,0,28.0,1,1,1.0,1,1.0,1,1,0
862,1,24.0,3,6,2439.0,1,1,4.0,0,2,4.0,3,35.0,1,1,1.0,1,1.0,1,1,0
863,3,27.0,1,3,4526.0,0,1,4.0,3,2,2.0,3,32.0,2,1,2.0,3,2.0,1,1,1
864,3,10.0,3,3,2210.0,1,2,2.0,3,2,2.0,3,25.0,0,2,1.0,3,1.0,0,1,0
865,3,15.0,3,3,2221.0,3,2,2.0,0,2,4.0,0,20.0,1,2,1.0,1,1.0,0,1,1
866,1,18.0,3,6,2389.0,1,1,4.0,0,2,1.0,0,27.0,2,1,1.0,1,1.0,0,1,1
867,3,12.0,1,3,3331.0,1,0,2.0,3,2,4.0,1,42.0,2,1,1.0,1,1.0,0,1,1
868,3,36.0,3,0,7409.0,4,0,3.0,3,2,2.0,1,37.0,1,1,2.0,1,1.0,0,1,1
869,1,12.0,3,3,652.0,1,0,4.0,0,2,4.0,1,24.0,1,2,1.0,1,1.0,0,1,1
870,3,36.0,2,3,7678.0,3,3,2.0,0,2,4.0,0,40.0,1,1,2.0,1,1.0,1,1,1
871,0,6.0,1,4,1343.0,1,0,1.0,3,2,4.0,3,46.0,1,1,2.0,1,2.0,0,0,1
872,1,24.0,1,0,1382.0,2,3,4.0,3,2,1.0,3,26.0,1,1,2.0,1,1.0,1,1,1
873,3,15.0,3,1,874.0,4,1,4.0,0,2,1.0,3,24.0,1,1,1.0,1,1.0,0,1,1
874,1,12.0,3,3,3590.0,1,2,2.0,3,0,2.0,1,29.0,1,1,1.0,3,2.0,0,1,1
875,2,11.0,1,4,1322.0,0,2,4.0,0,2,4.0,0,40.0,1,1,2.0,1,1.0,0,1,1
876,1,18.0,0,6,1940.0,1,1,3.0,3,0,4.0,2,36.0,0,0,1.0,0,1.0,1,1,1
877,3,36.0,3,6,3595.0,1,0,4.0,3,2,2.0,0,28.0,1,1,1.0,1,1.0,0,1,1
878,1,9.0,3,4,1422.0,1,1,3.0,3,2,2.0,2,27.0,1,0,1.0,0,1.0,1,1,0
879,3,30.0,1,6,6742.0,4,3,2.0,3,2,3.0,1,36.0,1,1,2.0,1,1.0,0,1,1
880,3,24.0,3,9,7814.0,1,3,3.0,3,2,3.0,0,38.0,1,1,1.0,0,1.0,1,1,1
881,3,24.0,3,9,9277.0,4,2,2.0,1,2,4.0,2,48.0,1,0,1.0,1,1.0,1,1,1
882,2,30.0,1,4,2181.0,4,0,4.0,3,2,4.0,3,36.0,1,1,2.0,1,1.0,0,1,1
883,3,18.0,1,6,1098.0,1,4,4.0,0,2,4.0,0,65.0,1,1,2.0,2,1.0,0,1,1
884,2,24.0,3,3,4057.0,1,3,3.0,1,2,3.0,0,43.0,1,1,1.0,1,1.0,1,1,0
885,1,12.0,3,2,795.0,1,1,4.0,0,2,4.0,1,53.0,1,1,1.0,1,1.0,0,1,0
886,2,24.0,1,0,2825.0,4,3,4.0,3,2,3.0,2,34.0,1,1,2.0,1,2.0,1,1,1
887,2,48.0,3,0,15672.0,1,2,2.0,3,2,2.0,0,23.0,1,1,1.0,1,1.0,1,1,0
888,3,36.0,1,4,6614.0,1,0,4.0,3,2,4.0,0,34.0,1,1,2.0,0,1.0,1,1,1
889,3,28.0,0,9,7824.0,4,1,3.0,3,1,4.0,3,40.0,0,2,2.0,1,2.0,1,1,1
890,1,27.0,1,0,2442.0,1,0,4.0,3,2,4.0,0,43.0,2,1,4.0,0,2.0,1,1,1
891,3,15.0,1,6,1829.0,1,0,4.0,3,2,4.0,0,46.0,1,1,2.0,1,1.0,1,1,1
892,1,12.0,1,4,2171.0,1,2,4.0,3,2,4.0,1,38.0,0,1,2.0,3,1.0,0,0,1
893,2,36.0,1,9,5800.0,1,2,3.0,3,2,4.0,0,34.0,1,1,2.0,1,1.0,1,1,1
894,3,18.0,1,6,1169.0,4,2,4.0,3,2,3.0,1,29.0,1,1,2.0,1,1.0,1,1,1
895,3,36.0,2,9,8947.0,4,3,3.0,3,2,2.0,0,31.0,2,1,1.0,0,2.0,1,1,1
896,1,21.0,3,6,2606.0,1,1,4.0,0,2,4.0,1,28.0,1,2,1.0,0,1.0,1,1,1
897,3,12.0,1,3,1592.0,0,3,3.0,0,2,2.0,1,35.0,1,1,1.0,1,1.0,0,0,1
898,3,15.0,3,3,2186.0,4,3,1.0,0,2,4.0,3,33.0,0,2,1.0,3,1.0,0,1,1
899,1,18.0,3,3,4153.0,1,2,2.0,3,0,3.0,0,42.0,1,1,1.0,1,1.0,0,1,0
900,1,16.0,1,4,2625.0,1,0,2.0,3,1,4.0,1,43.0,0,2,1.0,1,1.0,1,1,0
901,3,20.0,1,4,3485.0,4,1,2.0,1,2,4.0,3,44.0,1,1,2.0,1,1.0,1,1,1
902,3,36.0,1,9,10477.0,4,0,2.0,3,2,4.0,2,42.0,1,0,2.0,1,1.0,0,1,1
903,3,15.0,3,6,1386.0,4,2,4.0,2,2,2.0,3,40.0,1,2,1.0,1,1.0,1,1,1
904,3,24.0,3,6,1278.0,1,0,4.0,3,2,1.0,3,36.0,1,1,1.0,0,1.0,1,1,1
905,1,12.0,3,6,1107.0,1,2,2.0,3,2,2.0,3,20.0,1,2,1.0,0,2.0,1,1,1
906,1,21.0,3,4,3763.0,4,3,2.0,3,0,2.0,3,24.0,1,1,1.0,3,1.0,0,0,1
907,2,36.0,3,2,3711.0,4,2,2.0,2,2,2.0,0,27.0,1,1,1.0,1,1.0,0,1,1
908,3,15.0,2,9,3594.0,1,1,1.0,0,2,2.0,1,46.0,1,1,2.0,3,1.0,0,1,1
909,2,9.0,3,4,3195.0,4,2,1.0,0,2,2.0,3,33.0,1,1,1.0,3,1.0,0,1,1
910,3,36.0,2,6,4454.0,1,2,4.0,0,2,4.0,3,34.0,1,1,2.0,1,1.0,0,1,1
911,2,24.0,1,3,4736.0,1,1,2.0,0,2,4.0,0,25.0,0,1,1.0,3,1.0,0,1,0
912,2,30.0,3,6,2991.0,4,0,2.0,0,2,4.0,0,25.0,1,1,1.0,1,1.0,0,1,1
913,3,11.0,3,0,2142.0,0,0,1.0,1,2,2.0,3,28.0,1,1,1.0,1,1.0,1,1,1
914,1,24.0,0,0,3161.0,1,2,4.0,3,2,2.0,1,31.0,1,2,1.0,1,1.0,1,1,0
915,2,48.0,4,5,18424.0,1,2,1.0,0,2,2.0,1,32.0,0,1,1.0,0,1.0,1,0,0
916,3,10.0,3,9,2848.0,2,2,1.0,3,0,2.0,3,32.0,1,1,1.0,1,2.0,0,1,1
917,1,6.0,3,4,14896.0,1,0,1.0,3,2,4.0,2,68.0,0,1,1.0,0,1.0,1,1,0
918,1,24.0,3,3,2359.0,2,4,1.0,1,2,1.0,1,33.0,1,1,1.0,1,1.0,0,1,0
919,1,24.0,3,3,3345.0,1,0,4.0,3,2,2.0,1,39.0,1,2,1.0,0,1.0,1,1,0
920,3,18.0,1,3,1817.0,1,2,4.0,0,2,2.0,2,28.0,1,1,2.0,1,1.0,0,1,1
921,3,48.0,2,6,12749.0,3,3,4.0,3,2,1.0,0,37.0,1,1,1.0,0,1.0,1,1,1
922,1,9.0,3,6,1366.0,1,1,3.0,0,2,4.0,1,22.0,1,2,1.0,1,1.0,0,1,0
923,2,12.0,3,4,2002.0,1,3,3.0,3,2,4.0,1,30.0,1,2,1.0,1,2.0,1,1,1
924,1,24.0,0,3,6872.0,1,1,2.0,1,2,1.0,1,55.0,0,1,1.0,1,1.0,1,1,0
925,1,12.0,0,4,697.0,1,1,4.0,3,2,2.0,0,46.0,0,1,2.0,1,1.0,1,1,0
926,1,18.0,1,3,1049.0,1,1,4.0,0,2,4.0,1,21.0,1,2,1.0,1,1.0,0,1,1
927,1,48.0,3,9,10297.0,1,3,4.0,3,2,4.0,2,39.0,2,0,3.0,1,2.0,1,1,0
928,3,30.0,3,6,1867.0,4,0,4.0,3,2,4.0,0,58.0,1,1,1.0,1,1.0,1,1,1
929,1,12.0,2,4,1344.0,1,2,4.0,3,2,2.0,3,43.0,1,1,2.0,3,2.0,0,1,1
930,1,24.0,3,3,1747.0,1,1,4.0,3,0,1.0,1,24.0,1,1,1.0,3,1.0,0,0,1
931,2,9.0,3,6,1670.0,1,1,4.0,0,2,2.0,0,22.0,1,1,1.0,1,1.0,1,1,0
932,3,9.0,1,4,1224.0,1,2,3.0,3,2,1.0,3,30.0,1,1,2.0,1,1.0,0,1,1
933,3,12.0,1,6,522.0,3,0,4.0,3,2,4.0,1,42.0,1,1,2.0,1,2.0,1,1,1
934,1,12.0,3,6,1498.0,1,2,4.0,0,2,1.0,0,23.0,0,1,1.0,1,1.0,0,1,1
935,2,30.0,2,6,1919.0,2,1,4.0,3,2,3.0,2,30.0,2,1,2.0,0,1.0,0,1,0
936,0,9.0,3,6,745.0,1,2,3.0,0,2,2.0,3,28.0,1,1,1.0,3,1.0,0,1,0
937,2,6.0,3,6,2063.0,1,1,4.0,2,2,3.0,0,30.0,1,2,1.0,0,1.0,1,1,1
938,2,60.0,3,2,6288.0,1,2,4.0,3,2,4.0,2,42.0,1,0,1.0,1,1.0,0,1,0
